question_id,db_id,method,tier,hardness,table_tp,table_fp,table_fn,table_precision,table_recall,table_f1,table_srr_hit,table_predicted_count,table_gold_count,table_hallucinated,column_tp,column_fp,column_fn,column_precision,column_recall,column_f1,column_srr_hit,column_predicted_count,column_gold_count,column_hallucinated,hallucination_rate,hallucinated_tables_list,hallucinated_columns_list
409,course_teach,llm_forward,tier1,hard,2,0,0,1.0,1.0,1.0,True,2,2,0,1,2,0,0.3333333333333333,1.0,0.5,True,3,1,0,0.0,,
410,course_teach,llm_forward,tier1,hard,2,0,0,1.0,1.0,1.0,True,2,2,0,1,2,0,0.3333333333333333,1.0,0.5,True,3,1,0,0.0,,
411,museum_visit,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
412,museum_visit,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
413,museum_visit,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
414,museum_visit,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
415,museum_visit,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
416,museum_visit,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
417,museum_visit,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,1,1.0,0.6666666666666666,0.8,False,2,3,0,0.0,,
418,museum_visit,llm_forward,tier1,hard,1,0,0,1.0,1.0,1.0,True,1,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
419,museum_visit,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,3,2,0,0.6,1.0,0.7499999999999999,True,5,3,0,0.0,,
420,museum_visit,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,4,1,0,0.8,1.0,0.888888888888889,True,5,4,0,0.0,,
421,museum_visit,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
422,museum_visit,llm_forward,tier1,hard,2,0,0,1.0,1.0,1.0,True,2,2,0,1,2,0,0.3333333333333333,1.0,0.5,True,3,1,0,0.0,,
423,museum_visit,llm_forward,tier1,hard,2,0,0,1.0,1.0,1.0,True,2,2,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
424,museum_visit,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
425,museum_visit,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
426,museum_visit,llm_forward,tier1,extra,3,0,0,1.0,1.0,1.0,True,3,3,0,2,3,0,0.4,1.0,0.5714285714285715,True,5,2,0,0.0,,
427,museum_visit,llm_forward,tier1,extra,3,0,0,1.0,1.0,1.0,True,3,3,0,1,4,0,0.2,1.0,0.3333333333333333,True,5,1,0,0.0,,
428,museum_visit,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
429,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,0,1,0,0.0,1.0,0.0,True,1,0,0,0.0,,
430,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,0,1,0,0.0,1.0,0.0,True,1,0,0,0.0,,
431,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,0,1,0,0.0,1.0,0.0,True,1,0,0,0.0,,
432,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,0,1,0,0.0,1.0,0.0,True,1,0,0,0.0,,
433,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
434,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
435,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
436,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
437,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
438,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
439,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
440,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
441,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
442,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
443,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
444,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
445,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
446,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,0,1,1,0.0,0.0,0.0,False,1,1,0,0.0,,
447,wta_1,llm_forward,tier1,hard,1,0,0,1.0,1.0,1.0,True,1,1,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
448,wta_1,llm_forward,tier1,hard,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0,5,1,0.0,0.0,0.0,False,5,1,0,0.0,,
449,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
450,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,0,1,0,0.0,1.0,0.0,True,1,0,0,0.0,,
451,wta_1,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,3,2,0,0.6,1.0,0.7499999999999999,True,5,3,0,0.0,,
452,wta_1,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,3,2,0,0.6,1.0,0.7499999999999999,True,5,3,0,0.0,,
453,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
454,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
455,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
456,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,2,0,0.3333333333333333,1.0,0.5,True,3,1,0,0.0,,
457,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,4,0,0,1.0,1.0,1.0,True,4,4,0,0.0,,
458,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,2,0,0.5,1.0,0.6666666666666666,True,4,2,0,0.0,,
459,wta_1,llm_forward,tier1,hard,2,0,0,1.0,1.0,1.0,True,2,2,0,3,1,0,0.75,1.0,0.8571428571428571,True,4,3,0,0.0,,
460,wta_1,llm_forward,tier1,hard,2,0,0,1.0,1.0,1.0,True,2,2,0,3,1,0,0.75,1.0,0.8571428571428571,True,4,3,0,0.0,,
461,wta_1,llm_forward,tier1,hard,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
462,wta_1,llm_forward,tier1,hard,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
463,wta_1,llm_forward,tier1,hard,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,2,4,0,0.3333333333333333,1.0,0.5,True,6,2,0,0.0,,
464,wta_1,llm_forward,tier1,hard,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,1,2,1,0.3333333333333333,0.5,0.4,False,3,2,0,0.0,,
465,wta_1,llm_forward,tier1,hard,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
466,wta_1,llm_forward,tier1,hard,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,3,1,0,0.75,1.0,0.8571428571428571,True,4,3,0,0.0,,
467,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,3,3,0,0.0,,
468,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
469,wta_1,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
470,wta_1,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
471,wta_1,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
472,wta_1,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
473,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
474,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
475,wta_1,llm_forward,tier1,hard,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
476,wta_1,llm_forward,tier1,hard,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
477,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
478,wta_1,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
479,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
480,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
481,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
482,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
483,wta_1,llm_forward,tier1,medium,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,2,2,0,0.5,1.0,0.6666666666666666,True,4,2,0,0.0,,
484,wta_1,llm_forward,tier1,medium,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
485,wta_1,llm_forward,tier1,medium,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0,4,2,0.0,0.0,0.0,False,4,2,0,0.0,,
486,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,1,1,0.5,0.5,0.5,False,2,2,0,0.0,,
487,wta_1,llm_forward,tier1,hard,2,0,0,1.0,1.0,1.0,True,2,2,0,5,0,0,1.0,1.0,1.0,True,5,5,0,0.0,,
488,wta_1,llm_forward,tier1,hard,2,0,0,1.0,1.0,1.0,True,2,2,0,5,0,0,1.0,1.0,1.0,True,5,5,0,0.0,,
489,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
490,wta_1,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
491,battle_death,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
492,battle_death,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
493,battle_death,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
494,battle_death,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
495,battle_death,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
496,battle_death,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,3,1,0,0.75,1.0,0.8571428571428571,True,4,3,0,0.0,,
497,battle_death,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
498,battle_death,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,4,0,0,1.0,1.0,1.0,True,4,4,0,0.0,,
499,battle_death,llm_forward,tier1,hard,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
500,battle_death,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,3,3,0,0.0,,
501,battle_death,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
502,battle_death,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
503,battle_death,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
504,battle_death,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,4,0,0,1.0,1.0,1.0,True,4,4,0,0.0,,
505,battle_death,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,5,0,0,1.0,1.0,1.0,True,5,5,0,0.0,,
506,battle_death,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
507,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
508,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
509,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,0,1,0,0.0,1.0,0.0,True,1,0,0,0.0,,
510,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,0,1,0,0.0,1.0,0.0,True,1,0,0,0.0,,
511,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
512,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
513,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
514,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
515,student_transcripts_tracking,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
516,student_transcripts_tracking,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
517,student_transcripts_tracking,llm_forward,tier1,easy,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
518,student_transcripts_tracking,llm_forward,tier1,easy,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
519,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
520,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,0,1,1,0.0,0.0,0.0,False,1,1,0,0.0,,
521,student_transcripts_tracking,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
522,student_transcripts_tracking,llm_forward,tier1,medium,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
523,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
524,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
525,student_transcripts_tracking,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
526,student_transcripts_tracking,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
527,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
528,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
529,student_transcripts_tracking,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
530,student_transcripts_tracking,llm_forward,tier1,extra,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,3,3,0,0,4,2,0.0,0.0,0.0,False,4,2,0,0.0,,
531,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
532,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
533,student_transcripts_tracking,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,4,2,0,0.6666666666666666,1.0,0.8,True,6,4,0,0.0,,
534,student_transcripts_tracking,llm_forward,tier1,medium,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,4,3,0,0.5714285714285714,1.0,0.7272727272727273,True,7,4,0,0.0,,
535,student_transcripts_tracking,llm_forward,tier1,hard,3,0,0,1.0,1.0,1.0,True,3,3,0,4,0,0,1.0,1.0,1.0,True,4,4,0,0.0,,
536,student_transcripts_tracking,llm_forward,tier1,hard,3,0,0,1.0,1.0,1.0,True,3,3,0,4,0,0,1.0,1.0,1.0,True,4,4,0,0.0,,
537,student_transcripts_tracking,llm_forward,tier1,extra,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,1,5,0,0.1666666666666666,1.0,0.2857142857142857,True,6,1,0,0.0,,
538,student_transcripts_tracking,llm_forward,tier1,extra,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,1,2,0,0.3333333333333333,1.0,0.5,True,3,1,0,0.0,,
539,student_transcripts_tracking,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
540,student_transcripts_tracking,llm_forward,tier1,extra,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,2,3,0,0.4,1.0,0.5714285714285715,True,5,2,0,0.0,,
541,student_transcripts_tracking,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,4,0,0,1.0,1.0,1.0,True,4,4,0,0.0,,
542,student_transcripts_tracking,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,4,1,0,0.8,1.0,0.888888888888889,True,5,4,0,0.0,,
543,student_transcripts_tracking,llm_forward,tier1,hard,2,0,0,1.0,1.0,1.0,True,2,2,0,1,2,0,0.3333333333333333,1.0,0.5,True,3,1,0,0.0,,
544,student_transcripts_tracking,llm_forward,tier1,hard,2,0,0,1.0,1.0,1.0,True,2,2,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
545,student_transcripts_tracking,llm_forward,tier1,easy,2,0,0,1.0,1.0,1.0,True,2,2,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
546,student_transcripts_tracking,llm_forward,tier1,easy,2,0,0,1.0,1.0,1.0,True,2,2,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
547,student_transcripts_tracking,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
548,student_transcripts_tracking,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
549,student_transcripts_tracking,llm_forward,tier1,extra,3,0,0,1.0,1.0,1.0,True,3,3,0,2,4,0,0.3333333333333333,1.0,0.5,True,6,2,0,0.0,,
550,student_transcripts_tracking,llm_forward,tier1,extra,3,0,0,1.0,1.0,1.0,True,3,3,0,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,0.0,,
551,student_transcripts_tracking,llm_forward,tier1,medium,2,0,0,1.0,1.0,1.0,True,2,2,0,1,1,1,0.5,0.5,0.5,False,2,2,0,0.0,,
552,student_transcripts_tracking,llm_forward,tier1,medium,2,1,0,0.6666666666666666,1.0,0.8,True,3,2,0,1,2,1,0.3333333333333333,0.5,0.4,False,3,2,0,0.0,,
553,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
554,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,2,0,0.3333333333333333,1.0,0.5,True,3,1,0,0.0,,
555,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,4,0,0,1.0,1.0,1.0,True,4,4,0,0.0,,
556,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,4,0,0,1.0,1.0,1.0,True,4,4,0,0.0,,
557,student_transcripts_tracking,llm_forward,tier1,medium,1,4,0,0.2,1.0,0.3333333333333333,True,5,1,0,3,1,1,0.75,0.75,0.75,False,4,4,0,0.0,,
558,student_transcripts_tracking,llm_forward,tier1,medium,1,4,0,0.2,1.0,0.3333333333333333,True,5,1,0,3,1,1,0.75,0.75,0.75,False,4,4,0,0.0,,
559,student_transcripts_tracking,llm_forward,tier1,easy,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
560,student_transcripts_tracking,llm_forward,tier1,easy,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,3,0,0,1.0,1.0,1.0,True,3,3,0,0.0,,
561,student_transcripts_tracking,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,2,3,0,0.4,1.0,0.5714285714285715,True,5,2,0,0.0,,
562,student_transcripts_tracking,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,3,2,0,0.6,1.0,0.7499999999999999,True,5,3,0,0.0,,
563,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
564,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
565,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
566,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,2,0,0,1.0,1.0,1.0,True,2,2,0,0.0,,
567,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,0,1,0,0.0,1.0,0.0,True,1,0,0,0.0,,
568,student_transcripts_tracking,llm_forward,tier1,easy,1,0,0,1.0,1.0,1.0,True,1,1,0,0,1,0,0.0,1.0,0.0,True,1,0,0,0.0,,
569,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
570,student_transcripts_tracking,llm_forward,tier1,medium,1,0,0,1.0,1.0,1.0,True,1,1,0,1,0,0,1.0,1.0,1.0,True,1,1,0,0.0,,
571,student_transcripts_tracking,llm_forward,tier1,hard,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,1,1,0,0.5,1.0,0.6666666666666666,True,2,1,0,0.0,,
572,student_transcripts_tracking,llm_forward,tier1,hard,1,2,0,0.3333333333333333,1.0,0.5,True,3,1,0,1,5,0,0.1666666666666666,1.0,0.2857142857142857,True,6,1,0,0.0,,
573,student_transcripts_tracking,llm_forward,tier1,extra,2,0,0,1.0,1.0,1.0,True,2,2,0,1,1,1,0.5,0.5,0.5,False,2,2,0,0.0,,
